
-,-,-
548.0,-98.0,1164.0
640.0,-45.0,956.0
451.0,-171.0,1060.0
268.0,-51.0,943.0
166.0,284.0,921.0
-11.0,240.0,965.0
-146.0,392.0,829.0
-249.0,402.0,761.0
-466.0,653.0,697.0
-497.0,479.0,649.0
-479.0,470.0,590.0
-452.0,319.0,440.0
-252.0,106.0,444.0
-197.0,-20.0,360.0
121.0,67.0,361.0
15.0,-47.0,784.0
-107.0,243.0,1155.0
-212.0,98.0,1516.0
-498.0,484.0,1834.0
-255.0,88.0,1968.0
-214.0,-65.0,1613.0
-281.0,239.0,1032.0
-360.0,389.0,782.0
-617.0,352.0,1077.0
-570.0,298.0,996.0
-91.0,-10.0,947.0
431.0,-172.0,1021.0
884.0,-443.0,1081.0
886.0,-340.0,968.0
472.0,-41.0,1104.0
403.0,51.0,1306.0
169.0,381.0,1424.0
285.0,372.0,1461.0
74.0,601.0,1299.0
100.0,394.0,1013.0
55.0,326.0,776.0
-308.0,315.0,676.0
47.0,235.0,489.0

-,-,-
806.0,69.0,998.0
630.0,143.0,1127.0
385.0,181.0,1096.0
402.0,194.0,988.0
369.0,212.0,922.0
21.0,323.0,962.0
199.0,316.0,750.0
-46.0,256.0,862.0
-372.0,339.0,992.0
111.0,-118.0,811.0
-228.0,-41.0,1096.0
-313.0,284.0,788.0
-444.0,416.0,795.0
-672.0,443.0,701.0
-484.0,347.0,528.0
-678.0,410.0,520.0
-275.0,258.0,290.0
119.0,38.0,286.0
-176.0,250.0,516.0
-477.0,235.0,625.0
-74.0,187.0,1071.0
-845.0,-112.0,1701.0
-171.0,279.0,1397.0
-441.0,146.0,1495.0
-253.0,362.0,1160.0
-349.0,59.0,1497.0
-685.0,226.0,1091.0
-774.0,366.0,824.0
-673.0,438.0,796.0
-576.0,380.0,865.0
-202.0,81.0,904.0
476.0,-8.0,1105.0
604.0,-379.0,1237.0
395.0,-56.0,1153.0
157.0,86.0,1148.0
-130.0,447.0,1230.0
-169.0,490.0,1347.0
-106.0,450.0,1440.0
-150.0,262.0,1465.0
-125.0,80.0,1044.0
-25.0,166.0,510.0

-,-,-
437.0,283.0,1085.0
354.0,118.0,1164.0
527.0,-6.0,1131.0
605.0,-204.0,1065.0
242.0,-1.0,1068.0
7.0,124.0,1048.0
31.0,183.0,881.0
-401.0,317.0,826.0
-317.0,287.0,648.0
-601.0,277.0,721.0
-672.0,135.0,798.0
-718.0,165.0,773.0
-750.0,272.0,731.0
-567.0,234.0,643.0
-533.0,284.0,514.0
-452.0,177.0,308.0
-395.0,30.0,580.0
256.0,-75.0,391.0
-685.0,222.0,888.0
154.0,275.0,727.0
-880.0,-152.0,1694.0
-226.0,141.0,1272.0
-628.0,-137.0,1581.0
-226.0,293.0,1227.0
-602.0,54.0,1550.0
-772.0,110.0,1261.0
-822.0,257.0,1075.0
-662.0,147.0,895.0
-202.0,-95.0,843.0
-244.0,64.0,1011.0
649.0,-301.0,897.0
671.0,-591.0,1076.0
634.0,-322.0,811.0
183.0,70.0,1044.0
-19.0,213.0,1267.0
-104.0,427.0,1595.0
-98.0,192.0,1602.0
-83.0,152.0,1422.0
-50.0,41.0,1195.0
187.0,-23.0,868.0
-12.0,190.0,818.0
-375.0,-126.0,802.0
-28.0,220.0,100.0
301.0,326.0,-88.0
-175.0,388.0,166.0

-,-,-
223.0,-23.0,1177.0
229.0,14.0,1035.0
448.0,-32.0,856.0
262.0,-95.0,1135.0
535.0,-330.0,940.0
68.0,-105.0,1128.0
-11.0,-81.0,826.0
-441.0,5.0,949.0
-348.0,156.0,564.0
-719.0,362.0,689.0
-741.0,291.0,620.0
-865.0,429.0,634.0
-650.0,120.0,655.0
-370.0,141.0,520.0
-600.0,58.0,680.0
-202.0,66.0,389.0
-69.0,-110.0,380.0
19.0,353.0,222.0
-455.0,-153.0,862.0
-125.0,316.0,823.0
-557.0,-685.0,1999.0
-714.0,14.0,1772.0
-454.0,77.0,1530.0
-549.0,182.0,1511.0
-437.0,128.0,1363.0
-874.0,8.0,1307.0
-748.0,102.0,784.0
-336.0,5.0,444.0
-340.0,-11.0,503.0
56.0,121.0,640.0
88.0,-380.0,1208.0
625.0,-129.0,1229.0
407.0,-567.0,1760.0
272.0,-289.0,1362.0
235.0,150.0,947.0
-279.0,247.0,1222.0
-194.0,387.0,1275.0
-414.0,262.0,1580.0
142.0,200.0,1074.0
-141.0,-194.0,1027.0
-249.0,85.0,538.0

-,-,-
461.0,73.0,1113.0
311.0,-43.0,1129.0
447.0,55.0,1103.0
359.0,-115.0,1272.0
310.0,-179.0,1189.0
346.0,-139.0,1017.0
74.0,56.0,875.0
-191.0,191.0,878.0
-167.0,137.0,800.0
-264.0,62.0,794.0
-538.0,298.0,770.0
-588.0,51.0,845.0
-605.0,414.0,610.0
-428.0,562.0,404.0
-548.0,401.0,479.0
-361.0,352.0,337.0
-65.0,-11.0,380.0
-91.0,295.0,428.0
-330.0,86.0,841.0
-658.0,148.0,1258.0
-463.0,68.0,1208.0
-100.0,55.0,1495.0
-346.0,-123.0,1750.0
-85.0,-183.0,1635.0
-132.0,285.0,1311.0
-666.0,260.0,1334.0
-479.0,69.0,880.0
-450.0,116.0,651.0
-194.0,162.0,528.0
208.0,5.0,889.0
610.0,-270.0,1081.0
532.0,-500.0,1462.0
271.0,-234.0,1402.0
211.0,129.0,1152.0
27.0,95.0,1320.0
265.0,246.0,1475.0
-55.0,170.0,1747.0
45.0,96.0,1453.0
36.0,10.0,934.0
-34.0,41.0,683.0
254.0,178.0,233.0
44.0,-155.0,482.0

-,-,-
562.0,-19.0,1050.0
298.0,-193.0,1230.0
129.0,-35.0,1109.0
20.0,-6.0,1136.0
-13.0,90.0,998.0
-92.0,139.0,947.0
-132.0,135.0,886.0
-257.0,284.0,761.0
-345.0,249.0,718.0
-610.0,384.0,763.0
-501.0,370.0,622.0
-619.0,424.0,579.0
-465.0,450.0,449.0
-358.0,268.0,431.0
-231.0,263.0,332.0
-365.0,180.0,452.0
-86.0,15.0,417.0
-479.0,181.0,740.0
-531.0,186.0,582.0
-292.0,11.0,1022.0
-564.0,-262.0,1632.0
-693.0,-176.0,1999.0
-452.0,-86.0,1895.0
-601.0,-54.0,1406.0
-472.0,-46.0,817.0
-396.0,-80.0,654.0
-539.0,72.0,571.0
-583.0,92.0,738.0
-347.0,189.0,962.0
144.0,-293.0,1259.0
326.0,-235.0,1293.0
355.0,-270.0,1233.0
236.0,-339.0,1168.0
208.0,-249.0,945.0
68.0,0.0,807.0
-105.0,144.0,991.0
-310.0,416.0,1382.0
-456.0,224.0,1643.0
-152.0,102.0,1581.0
-44.0,87.0,1479.0
56.0,88.0,1212.0
195.0,105.0,881.0

-,-,-
354.0,58.0,1040.0
371.0,26.0,998.0
277.0,-39.0,1083.0
261.0,-90.0,1065.0
169.0,-120.0,1034.0
-135.0,34.0,1051.0
-164.0,-36.0,929.0
-386.0,65.0,851.0
-441.0,304.0,560.0
-693.0,416.0,574.0
-645.0,619.0,400.0
-482.0,579.0,472.0
-687.0,493.0,637.0
-420.0,347.0,560.0
-154.0,-51.0,482.0
-28.0,202.0,389.0
-176.0,-84.0,477.0
-387.0,229.0,654.0
-280.0,-61.0,782.0
-587.0,-513.0,1763.0
-148.0,111.0,1834.0
-448.0,-201.0,1999.0
-127.0,200.0,1314.0
-162.0,-28.0,1152.0
-304.0,17.0,821.0
-375.0,192.0,593.0
-557.0,223.0,750.0
-781.0,291.0,1003.0
-378.0,253.0,1116.0
109.0,-541.0,1331.0
764.0,-520.0,918.0
506.0,-452.0,997.0
406.0,-352.0,894.0
47.0,4.0,1080.0
-202.0,174.0,1310.0
-62.0,65.0,1477.0
-103.0,276.0,1560.0
-96.0,294.0,1586.0
-14.0,303.0,1403.0
135.0,342.0,967.0
-236.0,23.0,953.0
-8.0,143.0,487.0
5.0,-204.0,253.0

-,-,-
537.0,67.0,869.0
375.0,-158.0,1090.0
282.0,-165.0,1043.0
194.0,-410.0,1166.0
188.0,-284.0,1044.0
62.0,-75.0,965.0
-85.0,172.0,872.0
-231.0,187.0,804.0
-553.0,208.0,833.0
-284.0,148.0,625.0
-542.0,302.0,737.0
-601.0,473.0,573.0
-311.0,411.0,419.0
-389.0,419.0,411.0
-333.0,345.0,254.0
-196.0,111.0,203.0
-70.0,-74.0,150.0
56.0,-117.0,675.0
-843.0,-287.0,1679.0
-574.0,-451.0,1999.0
-569.0,-320.0,1830.0
-262.0,100.0,1136.0
-140.0,-368.0,1403.0
-716.0,-70.0,1366.0
-531.0,171.0,956.0
-749.0,259.0,829.0
-276.0,119.0,595.0
338.0,-305.0,707.0
791.0,-609.0,943.0
304.0,-664.0,1455.0
271.0,-378.0,1316.0
49.0,-168.0,1278.0
-113.0,179.0,1246.0
-115.0,26.0,1467.0
-107.0,26.0,1456.0
-94.0,-80.0,1408.0
10.0,13.0,1204.0
38.0,41.0,990.0
150.0,238.0,638.0
-80.0,140.0,605.0
-30.0,-12.0,482.0

-,-,-
151.0,181.0,1017.0
0.0,328.0,1105.0
133.0,19.0,1119.0
109.0,-239.0,1305.0
206.0,-341.0,1083.0
130.0,-198.0,806.0
-164.0,-43.0,665.0
-557.0,327.0,591.0
-677.0,584.0,527.0
-962.0,818.0,587.0
-586.0,753.0,571.0
-433.0,450.0,773.0
-272.0,212.0,770.0
-97.0,153.0,474.0
263.0,-73.0,235.0
-196.0,131.0,311.0
-154.0,62.0,387.0
-547.0,93.0,817.0
-770.0,336.0,1118.0
-869.0,-238.0,1670.0
-232.0,-95.0,1683.0
-346.0,-367.0,1848.0
-190.0,-69.0,1409.0
-563.0,96.0,1264.0
-533.0,55.0,1027.0
-596.0,92.0,915.0
-205.0,0.0,706.0
-114.0,-163.0,697.0
541.0,-168.0,602.0
131.0,-150.0,1271.0
-9.0,-454.0,1684.0
122.0,-321.0,1317.0
172.0,53.0,982.0
-41.0,90.0,1075.0
-135.0,425.0,1360.0
